Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Elected/Nominated,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
9815,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP015/2025-2026/207659,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,916960
9816,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP015/2025-2026/207660,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,786944
9817,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP015/2025-2026/207661,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,497623
9818,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP015/2025-2026/207662,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997799
9819,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP015/2025-2026/207663,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,896971
9820,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP015/2025-2026/207664,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997322
9821,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136091,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995929
9822,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136092,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995487
9823,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136093,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996598
9824,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136094,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996235
9825,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136095,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995151
9826,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136096,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996418
9827,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136097,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996730
9828,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136098,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995587
9829,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136099,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996511
9830,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136100,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996353
9831,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136103,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996307
9832,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136104,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996781
9833,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136105,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995396
9834,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136106,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997283
9835,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136107,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996708
9836,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136108,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996543
9837,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136109,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996742
9838,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136110,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996322
9839,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136111,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996458
9840,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136112,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996895
9841,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136113,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996829
9842,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136114,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995540
9843,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136115,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996759
9844,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136116,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996541
9845,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136117,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996151
9846,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136118,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995661
9847,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136119,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995970
9848,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136120,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996064
9849,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136121,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996150
9850,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136122,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996742
9851,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136123,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997665
9852,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136124,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997176
9853,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136125,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997498
9854,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136126,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997331
9855,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136127,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997170
9856,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136128,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997588
9857,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136129,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997526
9858,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136130,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996515
9859,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136131,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997293
9860,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136132,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996901
9861,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136134,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997389
9862,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136135,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997437
9863,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136136,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996644
9864,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136137,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997956
9865,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136138,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997825
9866,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2024-2025/136139,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,847010
9867,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203306,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997662
9868,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203307,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995943
9869,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203308,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,957143
9870,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203309,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995982
9871,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203310,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,497842
9872,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203311,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997154
9873,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203207,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997666
9874,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203208,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,777407
9875,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203209,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,787750
9876,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203210,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,698261
9877,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203211,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,937222
9878,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231565,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997147
9879,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231566,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997016
9880,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231567,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,994891
9881,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231568,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997698
9882,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231569,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,697728
9883,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231570,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996409
9884,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231571,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,707926
9885,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231572,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997457
9886,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231573,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996630
9887,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231574,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,993871
9888,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231575,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,598550
9889,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231576,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995727
9890,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231577,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996617
9891,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231578,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997572
9892,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231579,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,648155
9893,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231580,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,898389
9894,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231581,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,957897
9895,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231582,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,995988
9896,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231583,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997377
9897,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231584,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,993594
9898,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231585,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,498524
9899,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/231586,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,998293
9900,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP015/2025-2026/203164,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997258
9901,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP015/2025-2026/203165,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,992331
9902,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP015/2025-2026/203166,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,993255
9903,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP015/2025-2026/203167,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,896860
9904,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP015/2025-2026/203168,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997423
9905,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203242,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,967619
9906,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203243,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,977389
9907,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203244,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,937768
9908,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203245,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,927169
9909,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203246,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,987511
9910,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP163/2025-2026/203247,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri R. Girirajan (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,862268
9911,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP162/2025-2026/202598,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,936567
9912,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP162/2025-2026/202600,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,996515
9913,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP162/2025-2026/202608,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,997201
9914,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP162/2025-2026/202611,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,936445
9915,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP162/2025-2026/202612,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,JF JAVID HUSSAIN,Payment Success,763320
